Date,Mach type,Mach,Effect,Machine Area,Description,Resolution
9/27/2016,H,H40,Bar change O/T fault,Bar,Bar change O/T faults,
9/27/2016,H,H38,Bar loader dog will not reverse,Bar,Dog on bar loader will not go in reverse,
9/27/2016,H,H33,Threading unit leaking,Threading Unit,RA threading unit leaking / Exposed wires on sensor cable,
9/28/2016,H,H14,Brush unit INOP,Brush Unit,Brushing unit INOP,Long search to find a shorted wire in brushing unit controler cable; Replaced cable
9/28/2016,H,H15,Filter change requested,Filter,CNC Filter change requested,Issued ZZN3x filter; Did not alleviate ID bore tearing
9/28/2016,H,H12,Hydraulic Leak,Hydraulic System,Hyd leak reported,Leaking hose connection found and tightened; Also charged accumulator
9/28/2016,H,H22,Hydraulic Leak,Hydraulic System,"Hyd leaks; C/O unit, St#11 Valve, Collet #10 (Internal)",St#11 Seals replaced
9/28/2016,H,H31,Hydraulic Leak,Hydraulic System,Hydraulic leak at inverter st#8,Inverter rack seals need to be replaced (10/3) Completed (10/4)
9/29/2016,H,H14,Brake Loose,Brake/ Threading Unit,Brake on thread unit needs adjusting; Loose,Found the brake to be OK. Difficult to overcome brake with wrench on lead screw spindle.
9/29/2016,H,H22,Table index faults,Table,Table indexing faults / Loaded a bar tip,Replaced Seals and O Rings on control pivot
9/29/2016,H,H23,Inverter failing to return,Inverter,Inverter failing to return after collet closes,Invert valve rebuilt but actual caause was specers on the invert rod; Set too short
9/29/2016,H,H15,Vibration,,ST#3 Vibration; Rebuild of Recess unit requested,Replaced St#3 recess spindle with rebuilt unit; Bearings tight!
9/29/2016,H,H3,Vogel lube fault,Vogel,Vogel lube fault,Replaced and wired in a serviced unit
9/29/2016,H,H8,Tool detection INOP ,Tool Detector,St#14 tool detection INOP,
9/30/2016,H,H40,Chip conveyor INOP,Chip Conveyor,Chip conveyor INOP,Repaired and cleared
9/30/2016,I,I5,Hydraulic lines replaced,Hydraulic System,Steel hydraulic lines at rear of Iemca require replacement,Replaced all believed to be in poor condition
9/30/2016,Ewag,Ewag,Rebuild requested,,C axis variation to .0019; Rebuild requested,
10/3/2016,H,H27,Coolant Leak,Coolant System,Coolant leak at rear of machine,Base pulled; Skirt replaced
10/3/2016,H,H26,Brush Unit belt needs to be replaced,Brush Unit,Brush unit belt needs to be replaced,Replaced
10/3/2016,H,H33,Chip Guard Request,Chip Guard,Chip guards needed at 11/12,Bracket and mount are in place but no chip guard; imstalled 10/4
10/3/2016,H,H35,Chip Guard Request,Chip Guard,Chip guards needed between 8-9,Installed
10/3/2016,H,H36,Chip Guard Request,Chip Guard,Chip guards needed between 8-9,Installed
10/3/2016,SC,SC8,Rot cam switch faults,Electrical,Rot cam switch faults Broken connector on lube tank sensor,
10/3/2016,H,H21,Table index faults,Table,Table index O/T faults,Gio reporting machine warmed up and no issue at present
10/3/2016,RM,RM223,Dressing unit INOP,Dressing Unit,Dressing unit INOP; Jumping and hesitation,Believed to be fluctuating hydraulic pressure. New pump and motor ordered (10/3) Both installed (10/4)
10/3/2016,H,H27,Stock clamp housing moving,Clamp,Stock clamp housing moving in machine; Broken screw?,Tightened the screws that hold the clamp in place!
10/3/2016,H,H31,Dead spots on touch screen,Misc,Dead spots on touch screen; Not always functional,
10/3/2016,Tsch,Tsch 1,Mist collector spewing water,Mist Collector,Mist collector spewing water,
10/3/2016,H,H40,Power pack leak,Power Pack,Power pack dumped all oil,
10/4/2016,H,H15,Accumulator check requested,Accumulator,LP accumulator 20bar low / HP too high tank too hot,"Checked, charged and tagged accumulators / HP pressure setting was maxed out and adjusted to 1000psi by Marcel"
10/4/2016,H,H27,Conveyor failure,Conveyor,Wire connections at rear of conveyor exposed; Safety,Rewired Conveyor and mag scraper
10/4/2016,H,H39,Bar loader not loading,Bar,Bar loader loading bar ends,Replaced encoder
10/4/2016,Mikron,Mikron,Motor alarm,Motor,X14 Main Motor converter alarm; Will not go into Auto,Replaced bad motor starter
10/4/2016,H,H21,Bearings check,Bearings,St#9 FF bearings check,Bearings checked out ok; Operator reporting no issues with spindle
10/4/2016,H,H33,Threading unit smoking,Threading Unit,RA Threading unit at St#5 smoking,Checked 2x and finding no issue!
10/4/2016,FPI,FPI,Missing bolts,Bolt,Missing SS bolts holding gate in place,Drill and installed SS rivets
10/4/2016,H,H25,Broken screw,Screw,Stripped screw in St#6 tool head,Removed and replaced
10/4/2016,I,I5,broken sensor cable,LEMCA,Remnant check sensor cable broken; Iemca,Two broken cables replaced
10/4/2016,H,H7,Parts tracking requested,Inverter,Parts tracking requested for #5 and #11 / inverter knife housing,Completed
10/5/2016,H,H22,120V drop requested ,Electrical,120V drop requested for bench service,
10/5/2016,H,H14,Chip conveyor INOP,Chip Conveyor,Chip conveyor jammed,Cleared; Removed bar ends and chip nest
10/5/2016,H,H34,Utility Unit O/T Fault,Utility Unit,Utility unit O/T fault,Replaced stripped belt at St#5 brushing unit and tensioned loose break on motor
10/5/2016,I,I5,Hydraulic Leak,LEMCA,Multiple leaks at Iemca; 25 Gallons in 48 hours,Repaired
10/5/2016,H,H32,Table indexing on its own,Table,Table indexing on its own ......,Debris cleared from table indexing lucifer valve
10/5/2016,H,H16,Inverter guard broken ,Inverter,Inverter guard broken,Weld repair completed
10/5/2016,RM,RM 223,Regulating wheel cannot adjust speed,Wheel,Cannot adjust reg wheel speed,Reviewed action with Orlando; No issue
10/5/2016,RM,RM 224,Dressing unit INOP,Dressing Unit,Dressing unit INOP; Jumping and hesitation,Swapped pump and motor with spare
10/5/2016,I,I18,Spindle extension bearing broken,Bearings,Spindle #2 extension bearing broken,Repaired
10/6/2016,Rosemont,Rosemont,Tumbler INOP,Tumbler,Tumbler Inop; Belt and motor mount broken,Motor purchased (10/6) Motor and belt installed (10/7)
10/6/2016,I,I1,PLC CPU not ready,,PLC; CPU not ready,Replaced Siemens I/O module #12
10/6/2016,RM,RM 219,Ginding wheels not opening,Wheel,Grinding wheels not opening after grind,Bad microswitch replaced and set return screw
10/7/2016,TK,TK2,1083 Thermal defect,Motor,1083 Thermal defect/Motor,Reset breaker to HP coolant pump
10/7/2016,H,H14,Brush unit stuck forward,Brush Unit,Brush unit not reversing correctly,Adjusted
10/7/2016,H,H38,Oil leak,Oil System,Oil leaks / Needs a cover,New cover installed
10/7/2016,H,H22,Cut off unit difficult to adjust,Cut Off Unit,Cut Off unit difficult to adjust,Removed and restored to functional use
10/7/2016,H,H32,Collet failure,Collet,Collet fails to close at when loading 4;  5 times per bar,Adjusted feeding pressure and ran releard mode
10/7/2016,I,I19,lemca guide channel position sensor fault,LEMCA,Iemca; Guide channel position sensor,Actual; Disconnected Hydraulic line corrected
10/7/2016,H,H19,Accumulator check requested,Accumulator,Accumulator leaking,Replaced seal at accumulator connection
10/7/2016,Tsch,Tsch 1,Vogel lube pump request,Vogel,Put original Vogel lube pump back on machine,Installed
10/7/2016,MS32,MS32,Electrical connection seal tites broken,,Electrical connection seal tites broken; Safety,
10/7/2016,I,I17,Hydraulic Leak,Hydraulic System,Hydraulic leak found by Doug; 3.1 quill,
10/7/2016,Deco,Deco 1,Loader not loading,Loader,Loader not loading in Auto,Only happens when the fan is blowing cold air; Gerry Costa
10/7/2016,I,I17,Motor alarm,Motor,Alarm # 300501 HS3 drive error in measuring circuit; Spindle Off,
10/7/2016,H,H34,Spindle not adjusting ,Spindle,Spindle #9 difficult to adjust,
10/11/2016,I,I18,No air ,LEMCA,No air present at Iemca,Found air regulator adjuster disassembled on lube tank and ruptured airline. Installed (temp) Parker air regulator and replaced airline; Ordering new FRL for this machine
10/11/2016,I,I19,Hydraulic Leak,Hydraulic System,HP Hydraulic line ruptured,Replaced hydraulic line to parts catcher
10/11/2016,H,H30,Base leak,Base,Base leak,No Major Leak found; Percio reporting the was oil around the machine this weekend after having been shut down for a shift or two
10/11/2016,H,H30,Vogel leak,Vogel,Vogel lube leak fro pressure gauge,Leak addressed prior to arrival
10/11/2016,I,I19,Actuator bearings screaming,Actuator,Actuators bearings in SP#1 and SP#2 whining (SP#2 was done 8/2),
10/12/2016,H,H20,Bearings check,Bearings,St#11 spindle bearings worn; AP confirmed,Replaced VE 26/80 with standard 26/80; installed HSK spindle bearing package
10/12/2016,I,I3,Chip conveyor INOP,Chip Conveyor,Chip conveyor INOP,Replaced bad breaker and cleared jam
10/12/2016,H,H7,Conveyor clutch slipping,Conveyor,Conveyor clutch slipping,Replaced discs
10/12/2016,H,H8,Slug detection ,Slug,Slug detection at #14 INOP / #10 CTS not working (Missing HSK cover),
10/12/2016,TK,TK2,1083 Thermal defect,Motor,1083 Thermal defect/Motor,Jon diagnosed bad pump motor starter / Steve replaced
10/12/2016,H,H12,Accumulator check requested,Accumulator,Accumulator check requested,Accumulator found at 30bar; No issue
10/12/2016,H,H21,Safety switches disabled,Electrical,Safety switches for cover diabled,
10/12/2016,H,H11,Table stuck,Table,Table stuck at 1/2 table,Replaced 1/2 table solenoid
10/12/2016,C,C54,Pressure piston INOP,,Pressure piston INOP,Repaired switch
10/12/2016,I,I18,Bar clamp alarm,Bar,Bar clamping alarms at Sp#1,
10/12/2016,I,I1,Turret alarm,Turret,Turret alarms,Jose corrected upon arrival; Transport prox needs to read all the time
10/13/2016,H,H15,Coolant HP line Needed,Coolant System,Add HP line to St#12,Installed
10/13/2016,TK,TK1,Robot controller has bad keys,Electrical,Robot controller has bad keys; need new,
10/13/2016,H,H6,Broken screw,Screw,Stripped screw in saw attachment,Sinat removed and replaced on 3rd shift
10/13/2016,Tsch,Tsch 2,Coolant fan alarm,Coolant System,Cooling fan alarm; Vibration in electrical cabinet,
10/13/2016,H,H33,Threading unit requires rebuid,Threading Unit,ST#5H threading unit requires rebuild,
10/13/2016,A,A69,,,,
10/14/2016,,W99,,,Coalescent for rinse tank INOP,Pump ok / leaking hose replaced / Replaced bad skimmer
10/14/2016,,TK1,,,Coolant pump does not stay running,Reset overload breaker
10/14/2016,,H38,,,No coolant flow,Tripped breaker because plug was kicked out
10/14/2016,,H39,,,Magazine plate loose,Replaced missing screws
10/14/2016,,H25,,,Operator broke 2.5mm allen tip in St#10 tool head clamp screw,Removed
10/15/2016,,T92,,,Spindle #5 collet key is loose,Replaced 
10/15/2016,,H32,,,CNC unit stripped scew in tool clamp,Removed and replaced screw
10/17/2016,,H25,,,Swap #5 motor for 1700,Swapped
10/17/2016,,TK4,,,Collet housing not aligned with key,Aligned
10/17/2016,,I18,,,Offload conveyor belt worn,Replaced
10/17/2016,,H22,,,Stuck in 1/2 table,Reset table and replaced sensor
10/17/2016,,I2,,,Chip conveyor INOP,Replaced broken clutch discs
10/17/2016,,SC10,,,Q4 gib jammed,Tapped gib loose
10/18/2016,,I2,,,Turret axix alarms,Showed Jared how to clear
10/18/2016,,H34,,,Leak under machine; will require base removal,
10/18/2016,,H29,,,Split filter setup for Autoliv,Completed
10/18/2016,,H40,,,Accumulator check requested,LP at 10bar charged to 30bar / HP at 50bar OK
10/18/2016,,H23,,,Bearing check St#12 26/80,Bearings worn; New bearings installed on 26/80 spindle front end
10/18/2016,,H25,,,#3 recess unit spindle bearings check,Installed shelf recess spindle (was for H29 AL2017 S/U)
10/18/2016,,I5,,,Iemca hydraulic tubes leaking; again,New tubes (in stock) ordered 10/19 Installed 10/22
10/18/2016,,Mikron,,,Incomplete table indexing,
10/18/2016,,RM219,,,Hydraulics down Monday night,Replaced Auto Cycle limit switch and 12v control fuse
10/18/2016,,I2,,,Air manifold leaking at rear of machine,Repaired with new gasket
10/18/2016,,T92,,,Install chip scraper,Installed
10/18/2016,,RM223,,,Excessive play in Regulating wheel action,Replaced Regulating wheel block and drive housing
10/18/2016,,I18,,,Iemca accumulator NOK,Replaced with sotck accumulator
10/19/2016,,H5,,,Bottom XD leaking hyd,Replaced bottom XD head and valve
10/19/2016,,Ewag,,,Operator cannot remove filter,"Removed, cleaned, and replaced; Took 8 hours!"
10/19/2016,,H15,,,CNC hydraulic filter changed,NNZX3 Filter
10/19/2016,,H27,,,Bar feeder chain catching on guard housing,Guard mounting bracket found loose. All tensioned and guards put back in place
10/20/2016,,Deco 3,,,Y1 Axis encoder cable NOK; Faulting machine,Cable replaced and axis referrenced
10/20/2016,,H25,,,Accumulator check requested,LP at 25bar (OK) chaged to 30bar / HP at 50bar (OK)
10/20/2016,,SC3,,,Iemca slow / Short parts,Steve Salley adjusted operating pressures!!
10/20/2016,,H39,,,Coolant leak,
10/20/2016,,H32,,,Bar feeder chain broken,Replaced links X3 and tensioned accordingly
10/20/2016,,H25,,,St#6 spindle bearings check,Replaced pulley adapter sleeve
10/20/2016,,T99,,,Main tool slide rolls loose,
10/20/2016,,I18,,,Short parts when loading,Feed length issue; Not Maintenance
10/20/2016,,H23,,,St#2 Tool Detection INOP,Replaced by Russ; Unit found on H15 
10/20/2016,,H40,,,Smog Hog connection?,Replaced gate with reducer
10/20/2016,,Tumblers,,,Water pump NOK,Bad pump
10/20/2016,,H29,,,Tool detection wire possibly bad,Wire issued to Tony to install on laser TD
10/20/2016,,TK1,,,HP coolant pump will not shut off,Replaced bad contactor
10/21/2016,,H24,,,Table drifting   ,Table valve OK-Indexing rack needs rebuild (10/26); Indexer rebuilt (11/15)
10/21/2016,,H29,,,St#5V valve issue; Needs an Inf approach valve,Installed
10/21/2016,,H8,,,St#3 recess unit bearings,Recess unit rebuild
10/21/2016,,RM223,,,Major leak at dressing unit,Replaced dresser control valve with rebuilt unit
10/21/2016,,H28,,,Hyd leak at #10 valve,Replaced Orings under valve; One missing
10/21/2016,,H2,,,Table index O/T faults,
10/21/2016,,H37,,,Table index O/T faults,
10/21/2016,,H34,,,#12 brushing unit INOP,Replaced contactors (JG) Motor replaced by Steve
10/21/2016,,A77,,,Counter INOP,Connected loose wire
10/21/2016,,H26,,,Chip conveyor overload warning,
10/21/2016,,H29,,,Catch pan grate needed,Completed
10/21/2016,,H15,,,Filter can lid damaged,Weld repair made
10/22/2016,,H34,,,Motor loose on St#12 brushing unit,Tensioned bolts
10/22/2016,,H14,,,Cut Off valve leak,Replaced O Rings on valve and plate
10/24/2016,,I19,,,Coolant missing alarm,Replaced coolant missing prox
10/24/2016,,Deco 1,,,Alarm : Turn CNC off/on will not clear,Alarm cleared
10/24/2016,,H30,,,Coolant leak ,No leak; Oil is coming from H21 with no skirt
10/24/2016,,H20,,,Adjusting dowels on both verical risers need to be replaced,
10/24/2016,,H3,,,Stripped screw in saw attachment,Replaced diff screw and clamps
10/24/2016,,H6,,,Accumulator check,LP ruptured bladder; replaced / HP at 40bar charged to 50bar
10/24/2016,,H29,,,Laser TD NOK / Coolant pump BRK tripping / Table moving with lid open,Replaced cable for laser / Plugged in coolant pump / Alex reports No Table Issue at This Time
10/24/2016,,AIM Rm 1,,,Leak tester dryer NOK,Replaced solenoid
10/25/2016,,H6,,,Inverter issues / Accumulator (replaced yesterday) pressure spiking,Replaced accumulator
10/25/2016,,I18,,,Hydraulic pressure not coming up,Replaced hydraulic pump motor
10/25/2016,,H24,,,Light above machine is out (LED? Light stack? Center light?),Replaced ballast and bulbs
10/25/2016,,Ewag,,,Feed Overide switch NOK,
10/25/2016,,H27,,,"""Need a pin pin for the saw""",Tyler/Sam repaired after pin was provided
10/25/2016,,I1,,,Chip conveyor jam,Cleared by Operator
10/26/2016,,H20,,,Losing parts in chute,Moved the parts chute 
10/26/2016,,A76,,,Rag in oil pump (?),Rag removed from pump shaft
10/26/2016,,I5,,,Loader motor issue; Actual,
10/26/2016,,Tsch 1,,,Indicate W / U alignment,"Ailignment in excess of .004;  W axis linear motor, rails, carraiges, and magnets replaced 10/28-10/29"
10/26/2016,,H7,,,Rotate up signal missing,Loose cable 
10/27/2016,,H25,,,Spindle #11 stuck in flange,Removed and polished quill; reinstalled
